"id","year","month","casenumber","disease","item","datestart","dateend","districtcode","unit","value","annotation","sourceId"
"13812","2016","3","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"55"
"13813","2016","4","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"56"
"13814","2016","5","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"61"
"13815","2016","6","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"57"
"13816","2016","7","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"58"
"13817","2016","8","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27","2016-08-31","614","number","0",,"59"
"13818","2015","1","TKH-2014-000312","American foulbrood of honey bees","Dead colonies","2014-07-01",NULL,"201","number","0",,"48"
"13819","2015","2","TKH-2014-000312","American foulbrood of honey bees","Dead colonies","2014-07-01",NULL,"201","number","0",,"49"
"13820","2015","3","TKH-2014-000312","American foulbrood of honey bees","Dead colonies","2014-07-01",NULL,"201","number","0",,"50"
"13821","2015","4","TKH-2014-000312","American foulbrood of honey bees","Dead colonies","2014-07-01",NULL,"201","number","0",,"45"
"13822","2015","5","TKH-2014-000312","American foulbrood of honey bees","Dead colonies","2014-07-01","2015-05-21","201","number","0",,"46"
"13823","2015","1","TKH-2014-000314","American foulbrood of honey bees","Dead colonies","2014-07-03",NULL,"325","number","0",,"48"
"13824","2015","2","TKH-2014-000314","American foulbrood of honey bees","Dead colonies","2014-07-03",NULL,"325","number","0",,"49"
"13825","2015","3","TKH-2014-000314","American foulbrood of honey bees","Dead colonies","2014-07-03",NULL,"325","number","0",,"50"
"13826","2015","4","TKH-2014-000314","American foulbrood of honey bees","Dead colonies","2014-07-03","2015-04-16","325","number","0",,"45"
"13827","2015","1","TKH-2014-000328","American foulbrood of honey bees","Dead colonies","2014-07-16",NULL,"407","number","0",,"48"
"13828","2015","2","TKH-2014-000328","American foulbrood of honey bees","Dead colonies","2014-07-16",NULL,"407","number","0",,"49"
"13829","2015","3","TKH-2014-000328","American foulbrood of honey bees","Dead colonies","2014-07-16",NULL,"407","number","0",,"50"
"13830","2015","4","TKH-2014-000328","American foulbrood of honey bees","Dead colonies","2014-07-16",NULL,"407","number","0",,"45"
"13831","2015","5","TKH-2014-000328","American foulbrood of honey bees","Dead colonies","2014-07-16","2015-05-05","407","number","0",,"46"
"13832","2015","1","TKH-2014-000350","American foulbrood of honey bees","Dead colonies","2014-07-24",NULL,"325","number","0",,"48"
"13833","2015","2","TKH-2014-000350","American foulbrood of honey bees","Dead colonies","2014-07-24",NULL,"325","number","0",,"49"
"13834","2015","3","TKH-2014-000350","American foulbrood of honey bees","Dead colonies","2014-07-24",NULL,"325","number","0",,"50"
"13835","2015","4","TKH-2014-000350","American foulbrood of honey bees","Dead colonies","2014-07-24",NULL,"325","number","0",,"45"
"13836","2015","5","TKH-2014-000350","American foulbrood of honey bees","Dead colonies","2014-07-24","2015-06-01","325","number","0",,"46"
"13837","2015","1","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"48"
"13838","2015","2","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"49"
"13839","2015","3","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"50"
"13840","2015","4","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"45"
"13841","2015","5","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"46"
"13842","2015","6","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"26"
"13843","2015","7","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"3"
"13844","2015","8","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"4"
"13845","2015","9","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"5"
"13846","2015","10","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"27"
"13847","2015","11","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"51"
"13848","2015","12","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"52"
"13849","2016","1","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"53"
"13850","2016","2","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"54"
"13851","2016","3","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"55"
"13852","2016","4","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"56"
"13853","2016","5","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"61"
"13854","2016","6","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"57"
"13855","2016","7","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06",NULL,"614","number","0",,"58"
"13856","2016","8","TKH-2014-000364","American foulbrood of honey bees","Dead colonies","2014-08-06","2016-08-31","614","number","0",,"59"
"13857","2015","1","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19",NULL,"325","number","0",,"48"
"13858","2015","2","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19",NULL,"325","number","0",,"49"
"13859","2015","3","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19",NULL,"325","number","0",,"50"
"13860","2015","4","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19",NULL,"325","number","0",,"45"
"13861","2015","5","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19",NULL,"325","number","0",,"46"
"13862","2015","6","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19",NULL,"325","number","0",,"26"
"13863","2015","7","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19",NULL,"325","number","0",,"3"
"13864","2015","8","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19",NULL,"325","number","0",,"4"
"13865","2015","9","TKH-2014-000403","American foulbrood of honey bees","Dead colonies","2014-08-19","2015-09-24","325","number","0",,"5"
"13866","2015","1","TKH-2014-000411","American foulbrood of honey bees","Dead colonies","2014-08-12",NULL,"414","number","0",,"48"
"13867","2015","2","TKH-2014-000411","American foulbrood of honey bees","Dead colonies","2014-08-12",NULL,"414","number","0",,"49"
"13868","2015","3","TKH-2014-000411","American foulbrood of honey bees","Dead colonies","2014-08-12",NULL,"414","number","0",,"50"
"13869","2015","4","TKH-2014-000411","American foulbrood of honey bees","Dead colonies","2014-08-12","2015-04-14","414","number","0",,"45"
"13870","2015","1","TKH-2014-000425","American foulbrood of honey bees","Dead colonies","2014-08-20",NULL,"325","number","0",,"48"
"13871","2015","2","TKH-2014-000425","American foulbrood of honey bees","Dead colonies","2014-08-20",NULL,"325","number","0",,"49"
"13872","2015","3","TKH-2014-000425","American foulbrood of honey bees","Dead colonies","2014-08-20",NULL,"325","number","0",,"50"
"13873","2015","4","TKH-2014-000425","American foulbrood of honey bees","Dead colonies","2014-08-20","2015-04-16","325","number","0",,"45"
"13874","2015","1","TKH-2014-000436","American foulbrood of honey bees","Dead colonies","2014-08-31",NULL,"325","number","0",,"48"
"13875","2015","2","TKH-2014-000436","American foulbrood of honey bees","Dead colonies","2014-08-31",NULL,"325","number","0",,"49"
"13876","2015","3","TKH-2014-000436","American foulbrood of honey bees","Dead colonies","2014-08-31",NULL,"325","number","0",,"50"
"13877","2015","4","TKH-2014-000436","American foulbrood of honey bees","Dead colonies","2014-08-31",NULL,"325","number","0",,"45"
"13878","2015","5","TKH-2014-000436","American foulbrood of honey bees","Dead colonies","2014-08-31","2015-06-09","325","number","0",,"46"
"13879","2015","6","TKH-2014-000436","American foulbrood of honey bees","Dead colonies","2014-08-31","2015-07-07","325","number","0",,"26"
"13880","2015","1","TKH-2014-000446","American foulbrood of honey bees","Dead colonies","2014-09-10",NULL,"612","number","0",,"48"
"13881","2015","2","TKH-2014-000446","American foulbrood of honey bees","Dead colonies","2014-09-10",NULL,"612","number","0",,"49"
"13882","2015","3","TKH-2014-000446","American foulbrood of honey bees","Dead colonies","2014-09-10",NULL,"612","number","0",,"50"
"13883","2015","4","TKH-2014-000446","American foulbrood of honey bees","Dead colonies","2014-09-10",NULL,"612","number","0",,"45"
"13884","2015","5","TKH-2014-000446","American foulbrood of honey bees","Dead colonies","2014-09-10",NULL,"612","number","0",,"46"
"13885","2015","6","TKH-2014-000446","American foulbrood of honey bees","Dead colonies","2014-09-10",NULL,"612","number","0",,"26"
"13886","2015","7","TKH-2014-000446","American foulbrood of honey bees","Dead colonies","2014-09-10","2015-07-28","612","number","0",,"3"
"13887","2015","1","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"48"
"13888","2015","2","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"49"
"13889","2015","3","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"50"
"13890","2015","4","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"45"
"13891","2015","5","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"46"
"13892","2015","6","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"26"
"13893","2015","7","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"3"
"13894","2015","8","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"4"
"13895","2015","9","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"5"
"13896","2015","10","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"27"
"13897","2015","11","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"51"
"13898","2015","12","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"52"
"13899","2016","1","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"53"
"13900","2016","2","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"54"
"13901","2016","3","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"55"
"13902","2016","4","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"56"
"13903","2016","5","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"61"
"13904","2016","6","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"57"
"13905","2016","7","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"58"
"13906","2016","8","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"59"
"13907","2016","9","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"1"
"13908","2016","10","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"29"
"13909","2016","11","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"16"
"13910","2016","12","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"17"
"13911","2017","1","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"18"
"13912","2017","2","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"19"
"13913","2017","3","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"20"
"13914","2017","4","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"21"
"13915","2017","5","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"22"
"13916","2017","6","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"23"
"13917","2017","7","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"6"
"13918","2017","8","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"7"
"13919","2017","9","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"24"
"13920","2017","10","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"9"
"13921","2017","11","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"10"
"13922","2017","12","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"11"
"13923","2018","1","TKH-2014-000454","American foulbrood of honey bees","Dead colonies","2015-01-12",NULL,"205","number","0",,"12"
